TARGET_WINS,BATTING_2B,BATTING_3B,BATTING_HR,BATTING_BB,BATTING_SO,BASERUN_SB,PITCHING_H,PITCHING_HR,PITCHING_BB,PITCHING_SO,FIELDING_E,FIELDING_DP,BATTING_1B,BATTING_TB,WHGP,PITCHING_SO_BB,BATTING_BB_SO,BsR
89,181,34,89,480,849,124,1209,89,480,849,137,149,905,1725,10.42592593,1.76875,0.565371025,496.3427008
67,169,33,71,397,840,90,1233,71,397,840,151,152,960,1681,10.0617284,2.115869018,0.472619048,463.3833729
68,210,27,112,552,844,54,1346,112,552,844,122,163,997,1946,11.71604938,1.528985507,0.654028436,615.1288271
56,192,20,123,477,872,53,1394,123,477,872,165,187,1059,1995,11.54938272,1.828092243,0.547018349,619.2946495
79,185,30,138,562,870,83,1346,138,562,870,160,128,993,2005,11.77777778,1.548042705,0.645977011,637.8462958
92,179,29,114,538,1042,105,1337,120,566,1096,142,143,949,1850,11.74691358,1.93639576,0.516314779,565.0481733
77,228,38,111,537,952,83,1400,111,537,952,144,165,1023,2037,11.95679012,1.772811918,0.56407563,651.6835924
81,228,23,137,525,869,65,1530,139,532,880,149,190,1123,2196,12.72839506,1.654135338,0.604142693,727.4569177
75,210,38,95,615,805,102,1418,96,619,810,141,156,1066,1980,12.57407407,1.308562197,0.763975155,660.1816091
64,210,46,73,474,744,121,1428,73,477,749,131,156,1090,1940,11.75925926,1.570230608,0.637096774,604.9044669
90,254,52,192,559,666,42,1568,192,559,666,159,125,1070,2502,13.12962963,1.191413238,0.839339339,850.9845916
71,222,41,107,412,629,84,1441,108,415,633,139,131,1062,2057,11.45679012,1.525301205,0.655007949,625.8404521
74,294,33,129,460,676,98,1543,131,466,684,175,144,1068,2271,12.40123457,1.467811159,0.680473373,731.7791687
71,258,38,92,404,678,69,1444,93,409,686,173,164,1038,2036,11.4382716,1.677261614,0.595870206,614.449567
83,206,41,116,492,792,131,2294,177,752,1210,133,173,1138,2137,18.80246914,1.609042553,0.621212121,694.871019
87,266,52,136,533,866,136,1523,136,533,866,154,173,1069,2301,12.69135802,1.624765478,0.615473441,766.0924934
99,270,42,157,527,888,165,1439,157,527,888,120,158,970,2264,12.13580247,1.685009488,0.593468468,729.2371379
74,225,38,172,523,883,109,1360,172,523,883,122,160,925,2177,11.62345679,1.68833652,0.592298981,682.5143756
85,247,37,146,471,843,108,1386,146,471,843,111,152,956,2145,11.46296296,1.789808917,0.558718861,661.2328573
72,197,34,121,487,940,115,1335,121,487,940,117,142,983,1963,11.24691358,1.930184805,0.518085106,598.6437279
77,283,36,173,487,971,138,1427,173,487,971,115,174,935,2301,11.81481481,1.993839836,0.501544799,724.0363111
71,225,35,133,449,914,99,1343,134,452,920,155,178,942,2029,11.08024691,2.03539823,0.491247265,607.2477908
69,264,36,95,467,878,98,1511,96,470,883,152,177,1107,2123,12.22839506,1.878723404,0.531890661,681.9691765
94,251,44,106,478,903,140,1393,106,478,903,124,169,992,2050,11.54938272,1.889121339,0.529346622,634.6573356
87,226,39,139,610,896,134,1464,139,610,896,116,151,1060,2185,12.80246914,1.468852459,0.680803571,739.4051069
86,269,36,110,622,784,160,1434,110,622,784,129,134,1019,2105,12.69135802,1.260450161,0.793367347,709.4916846
94,228,44,162,604,834,106,1454,162,604,834,112,153,1020,2256,12.7037037,1.380794702,0.724220624,757.2306908
96,251,56,173,713,814,110,2328,248,1022,1167,113,130,1144,2506,20.67901235,1.141878669,0.875921376,927.3192744
77,284,42,164,648,863,124,1793,185,729,971,122,147,1104,2454,15.56790123,1.331961591,0.750869061,877.0154363
85,284,33,195,701,927,105,1586,195,701,927,109,145,1074,2521,14.11728395,1.322396576,0.756202805,914.3775453
80,291,38,198,551,916,127,1516,198,551,916,140,161,989,2477,12.75925926,1.662431942,0.601528384,824.4971577
75,300,37,163,502,815,111,1583,164,505,820,137,149,1073,2436,12.88888889,1.623762376,0.61595092,811.7112166
95,325,33,216,591,960,119,1615,216,591,960,133,190,1041,2654,13.61728395,1.624365482,0.615625,923.9178546
83,300,29,214,520,998,123,1463,214,520,998,118,149,920,2463,12.24074074,1.919230769,0.521042084,794.2954117
81,289,29,217,555,952,75,1475,217,555,952,97,157,940,2473,12.5308642,1.715315315,0.582983193,813.1527518
86,303,19,220,519,916,77,1445,220,519,916,93,154,903,2446,12.12345679,1.764932563,0.566593886,784.3680174
90,291,20,236,502,1056,93,1586,236,502,1056,90,145,1039,2625,12.88888889,2.103585657,0.475378788,873.3952307
76,170,112,53,439,743,217,1688,62,515,872,681,-4.571031575,1103,1991,13.59876543,1.693203883,0.590847914,613.2894799
97,215,122,44,458,439,632,1850,53,550,527,581,47.62232171,1161,2133,14.81481481,0.958181818,1.043280182,692.748361
97,160,99,39,417,671,567,1697,47,504,811,551,30.31536765,1106,1879,13.58641975,1.609126984,0.621460507,562.7913277
89,230,112,61,527,596,538,1775,71,614,695,513,78.65382212,1120,2160,14.74691358,1.131921824,0.884228188,719.771938
95,184,147,33,531,463,383,1814,41,652,568,468,80.79938502,1114,2055,15.22222222,0.871165644,1.146868251,674.7840122
66,175,106,47,490,519,289,1619,56,579,614,484,97.62741565,1041,1897,13.56790123,1.06044905,0.944123314,582.9135928
89,167,81,48,543,512,292,1502,52,586,553,434,128.3244754,1095,1864,12.88888889,0.943686007,1.060546875,594.8220026
72,207,97,38,388,476,213,1813,44,452,555,397,140,1214,2071,13.98148148,1.227876106,0.81512605,653.3312565
79,158,83,24,556,542,326,1467,25,585,570,306,108,1130,1791,12.66666667,0.974358974,1.025830258,575.6757555
79,194,94,22,507,521,263,1469,23,537,552,262,108,1077,1835,12.38271605,1.027932961,0.973128599,572.6206998
68,180,102,29,485,613,239,1501,31,514,649,266,110,1107,1889,12.4382716,1.262645914,0.791190865,590.7043691
63,149,67,17,464,660,236,1303,18,488,694,330,119,1006,1573,11.05555556,1.422131148,0.703030303,444.8437395
75,204,88,16,379,539,164,1464,17,399,567,236,156,1084,1820,11.5,1.421052632,0.703153989,528.645627
64,198,93,15,383,607,166,1498,16,406,643,241,133,1109,1844,11.75308642,1.583743842,0.630971993,542.8620907
82,206,105,27,328,502,161,1533,28,345,528,260,126,1119,1954,11.59259259,1.530434783,0.653386454,569.4947595
86,209,106,19,385,383,162,1898,24,487,485,243,161,1166,1978,14.72222222,0.995893224,1.005221932,607.1972169
111,156,96,23,469,426,165,1612,27,543,493,176,113,1118,1810,13.30246914,0.907918969,1.100938967,554.3044014
87,179,80,19,404,389,167,1605,20,428,412,212,132,1238,1912,12.54938272,0.962616822,1.038560411,597.222134
74,234,100,21,397,326,124,1594,22,420,345,204,147,1150,2002,12.43209877,0.821428571,1.217791411,620.0589593
90,238,104,47,459,401,137,1727,49,483,422,216,155,1253,2229,13.64197531,0.873706004,1.144638404,754.715502
96,249,100,47,462,386,101,1666,49,486,406,212,151,1188,2174,13.28395062,0.835390947,1.196891192,719.9200244
88,250,118,38,370,354,109,1726,40,392,375,230,150,1224,2230,13.07407407,0.956632653,1.04519774,718.4430634
85,234,95,47,433,346,114,1671,50,458,366,215,170,1202,2143,13.14197531,0.799126638,1.251445087,698.049172
79,235,82,31,426,352,66,1614,33,451,373,175,169,1176,2016,12.74691358,0.827050998,1.210227273,639.8836499
83,244,71,34,411,352,88,1646,36,438,375,173,207,1195,2032,12.86419753,0.856164384,1.167613636,645.5440315
69,271,83,36,433,365,141,1636,38,455,384,170,156,1165,2100,12.90740741,0.843956044,1.18630137,677.6426596
62,279,70,78,468,514,50,1633,82,492,541,169,173,1125,2205,13.11728395,1.099593496,0.910505837,721.8132588
61,254,74,22,424,487,25,1593,23,446,512,174,204,1164,1982,12.58641975,1.147982063,0.87063655,625.6033129
63,279,72,49,459,459,37,1581,52,483,483,187,136,1103,2073,12.74074074,1,1,663.0722754
62,222,39,36,372,377,32,1439,38,396,402,189,148,1053,1758,11.32716049,1.015151515,0.986737401,499.567697
56,244,70,59,336,571,36,1644,63,360,613,194,146,1159,2093,12.37037037,1.702777778,0.588441331,635.858902
72,258,72,77,415,579,76,1573,82,439,613,216,147,1079,2119,12.41975309,1.396355353,0.716753022,657.9676636
78,236,77,86,431,614,72,1634,90,453,646,201,158,1154,2201,12.88271605,1.426048565,0.701954397,708.0447387
59,226,62,77,460,616,56,1471,81,484,648,219,146,1033,1979,12.06790123,1.338842975,0.746753247,607.2381667
89,271,62,119,395,559,21,1744,129,427,604,183,144,1163,2367,13.40123457,1.414519906,0.706618962,764.9322384
102,283,63,103,526,566,48,1653,108,553,595,167,179,1122,2289,13.61728395,1.075949367,0.929328622,774.3995489
106,280,40,94,480,533,76,1600,100,508,564,124,167,1097,2153,13.01234568,1.11023622,0.900562852,698.1214101
93,224,35,67,502,450,72,1425,70,528,473,158,155,1029,1850,12.05555556,0.895833333,1.115555556,569.8476016
81,211,42,70,515,585,45,1381,75,549,623,187,168,973,1801,11.91358025,1.134790528,0.88034188,545.3903479
94,241,33,54,445,411,54,1483,57,468,432,145,161,1082,1879,12.04320988,0.923076923,1.082725061,573.8317189
64,232,27,59,412,560,75,1457,62,433,589,154,145,1067,1848,11.66666667,1.360277136,0.735714286,548.4757234
70,217,35,68,519,635,86,1397,72,546,668,160,202,1008,1819,11.99382716,1.223443223,0.817322835,559.171159
77,255,45,100,567,558,48,1518,105,596,587,143,141,1043,2088,13.04938272,0.984899329,1.016129032,688.2282797
68,234,39,110,506,620,44,1419,116,536,656,162,143,957,1982,12.06790123,1.223880597,0.816129032,610.3243857
65,278,37,90,451,588,33,1575,95,474,619,143,158,1092,2119,12.64814815,1.305907173,0.767006803,673.8204387
70,272,29,105,534,526,39,1531,111,565,557,148,140,1040,2091,12.9382716,0.985840708,1.015209125,679.2247845
72,226,35,93,437,607,46,1449,98,460,639,147,148,1023,1952,11.78395062,1.389130435,0.719934102,587.8605871
73,223,47,109,505,746,34,1442,115,531,785,113,153,992,2015,12.17901235,1.47834275,0.6769437,627.4323802
72,200,36,175,510,737,26,1545,184,536,775,136,185,1058,2266,12.84567901,1.445895522,0.691994573,733.6136115
79,227,29,190,585,691,54,1576,200,615,727,146,178,1052,2353,13.52469136,1.182113821,0.846599132,793.7965829
84,264,35,197,574,791,54,1606,207,604,832,113,146,1031,2452,13.64197531,1.377483444,0.725663717,828.6934917
80,255,42,129,602,805,64,1504,136,633,847,104,156,1004,2156,13.19135802,1.33807267,0.747826087,718.1471719
78,271,36,169,525,803,68,1602,178,552,845,133,165,1047,2373,13.2962963,1.530797101,0.653798257,785.8494901
70,242,42,147,539,903,77,1465,155,567,950,131,163,962,2160,12.54320988,1.675485009,0.596899225,689.4750513
98,260,37,166,445,801,74,1564,175,468,843,141,130,1024,2319,12.54320988,1.801282051,0.555555556,731.7101374
98,252,40,167,498,903,66,1523,167,498,903,143,144,1064,2356,12.47530864,1.813253012,0.551495017,771.3380988
86,225,44,122,474,960,92,1333,122,474,960,135,127,942,2012,11.15432099,2.025316456,0.49375,608.4865719
92,220,38,130,457,974,90,1383,130,457,974,130,137,995,2069,11.35802469,2.131291028,0.469199179,632.8401645
89,268,61,183,538,1003,82,1544,183,538,1003,117,142,1032,2483,12.85185185,1.864312268,0.536390828,829.8382829
77,235,33,151,399,888,71,1470,153,404,899,124,135,1033,2206,11.56790123,2.225247525,0.449324324,673.3371206
87,251,54,109,372,969,92,1366,109,372,969,121,124,952,2052,10.72839506,2.60483871,0.383900929,594.6230815
102,253,45,191,547,984,115,1498,191,547,984,151,173,1009,2414,12.62345679,1.798903108,0.555894309,798.9393018
79,203,28,138,438,907,59,1306,138,438,907,103,174,937,1979,10.7654321,2.070776256,0.482910695,583.5762596
99,232,34,137,639,947,148,1398,137,639,947,115,162,995,2109,12.57407407,1.48200313,0.674762408,707.1771249
98,271,35,135,693,940,146,1437,135,693,940,134,151,996,2183,13.14814815,1.356421356,0.737234043,759.0697709
108,278,37,124,691,916,168,1515,124,691,916,102,173,1076,2239,13.61728395,1.325615051,0.754366812,799.227331
102,271,63,141,681,902,210,1599,141,681,902,102,157,1124,2419,14.07407407,1.324522761,0.754988914,880.3033344
88,269,42,181,600,911,170,1513,181,600,911,95,154,1021,2409,13.04320988,1.518333333,0.658616905,820.2555815
93,272,32,137,640,905,138,1396,138,644,911,135,121,946,2134,12.59259259,1.414596273,0.70718232,712.4334311
91,268,31,133,618,908,100,1463,134,622,914,125,153,1022,2183,12.87037037,1.469453376,0.68061674,738.6250465
89,256,45,113,537,852,156,1445,113,537,852,106,144,1031,2130,12.2345679,1.586592179,0.63028169,692.2100139
99,285,36,96,563,830,87,2187,144,845,1245,120,149,1041,2103,18.71604938,1.473372781,0.678313253,695.6549219
61,228,34,82,470,817,131,1375,82,470,817,128,158,1031,1917,11.38888889,1.738297872,0.575275398,586.2768167
74,236,35,107,588,1006,154,1274,107,588,1006,114,121,896,1901,11.49382716,1.710884354,0.584493042,595.2001863
70,238,30,106,566,978,160,1342,106,566,978,139,116,968,1958,11.77777778,1.727915194,0.578732106,621.8364718
90,251,34,115,580,861,160,1403,116,584,866,122,143,994,2058,12.2654321,1.482876712,0.673635308,670.5327186
86,237,35,144,586,920,177,1404,144,586,920,140,160,988,2143,12.28395062,1.56996587,0.636956522,702.4012493
84,262,29,192,514,928,169,1478,192,514,928,128,137,995,2374,12.2962963,1.805447471,0.55387931,770.0688137
88,248,25,123,482,928,208,1350,124,485,934,122,132,946,2009,11.32716049,1.925773196,0.519396552,612.4097637
75,243,28,128,493,1028,128,1362,128,493,1028,121,108,963,2045,11.45061728,2.085192698,0.479571984,631.6880597
91,284,40,125,466,913,166,1466,125,466,913,102,126,1017,2205,11.92592593,1.959227468,0.510405257,697.3015702
90,281,44,99,563,888,125,1418,99,563,888,96,128,994,2084,12.22839506,1.577264654,0.634009009,678.8450822
73,261,28,137,485,1025,142,1457,137,485,1025,120,133,1031,2185,11.98765432,2.113402062,0.473170732,695.9281308
96,312,39,181,584,1064,214,1679,204,657,1197,89,158,960,2425,14.41975309,1.821917808,0.54887218,812.8847236
81,259,36,191,604,1134,171,1398,191,604,1134,121,145,912,2302,12.35802469,1.877483444,0.532627866,756.6172559
76,269,27,142,518,1113,190,1386,142,518,1113,106,129,948,2135,11.75308642,2.148648649,0.465408805,673.1525262
77,298,28,138,608,1107,95,1441,138,608,1107,122,142,977,2209,12.64814815,1.820723684,0.549232159,739.826702
95,310,37,208,566,1118,163,1518,207,563,1111,104,136,972,2535,12.84567901,1.973357016,0.506261181,850.5188963
85,302,36,200,559,995,99,1545,200,559,995,111,156,1007,2519,12.98765432,1.779964222,0.561809045,848.8341208
66,304,22,176,468,1172,103,1464,176,468,1172,138,136,962,2340,11.92592593,2.504273504,0.399317406,739.4805076
78,297,21,169,583,1188,116,1386,169,583,1188,120,169,899,2232,12.15432099,2.037735849,0.490740741,724.5039393
69,239,21,182,524,1326,80,1349,182,524,1326,141,152,907,2176,11.5617284,2.530534351,0.395173454,680.6695497
76,287,28,194,599,1335,77,1380,194,599,1335,113,123,871,2305,12.21604938,2.228714524,0.448689139,750.9836527
73,335,15,222,611,1303,72,1453,222,611,1303,104,133,881,2484,12.74074074,2.132569558,0.468917882,829.447675
80,291,12,217,614,1192,124,1419,217,614,1192,128,139,899,2385,12.54938272,1.941368078,0.515100671,791.664156
70,170,94,45,693,624,266,2200,73,1123,1011,630,46.16706896,1049,1851,20.51234568,0.900267142,1.110576923,629.620554
82,295,81,39,367,424,167,1988,46,437,505,342,114,1254,2243,14.9691358,1.155606407,0.865566038,734.1846524
89,267,110,36,300,689,203,1694,42,347,797,373,115,1051,2059,12.59876543,2.296829971,0.435413643,592.4181274
92,241,97,29,329,766,191,1543,31,353,822,274,92,1071,1960,11.7037037,2.328611898,0.429503916,566.4592171
92,220,79,17,448,594,204,1533,18,477,633,258,132,1122,1867,12.40740741,1.327044025,0.754208754,576.7323154
54,188,74,11,476,725,177,1415,12,504,768,316,126,1063,1705,11.84567901,1.523809524,0.656551724,509.4384963
61,180,84,21,522,726,147,1375,22,556,774,290,87,1005,1701,11.91975309,1.392086331,0.719008264,512.0756843
81,245,69,17,549,636,168,1399,18,578,669,244,137,999,1764,12.2037037,1.157439446,0.863207547,549.1463472
93,229,67,14,578,627,221,1355,15,608,660,255,143,978,1693,12.11728395,1.085526316,0.92185008,525.4507199
93,225,85,11,626,492,210,1764,14,799,628,264,105,1062,1811,15.82098765,0.785982478,1.272357724,601.5804538
98,296,84,28,580,428,132,1723,33,676,499,234,119,1070,2026,14.80864198,0.73816568,1.355140187,682.5665701
103,316,100,37,604,399,77,1742,39,635,420,195,130,1203,2283,14.67283951,0.661417323,1.513784461,831.7292343
99,373,95,44,655,396,53,1832,46,689,417,215,130,1230,2437,15.5617284,0.605224964,1.654040404,933.6686575
82,337,77,34,583,348,94,1708,36,613,366,211,147,1176,2217,14.32716049,0.597063622,1.675287356,791.3145432
87,319,79,62,670,407,84,1787,66,709,431,240,151,1228,2351,15.40740741,0.607898449,1.646191646,888.9917733
71,324,62,43,521,393,89,1771,46,552,416,213,138,1244,2250,14.33950617,0.753623188,1.325699746,794.8483007
74,300,61,55,547,399,95,1785,58,575,420,223,154,1281,2284,14.56790123,0.730434783,1.370927318,823.1355226
93,350,52,28,479,349,93,1692,29,504,367,181,161,1178,2146,13.55555556,0.728174603,1.372492837,725.0505231
70,340,55,28,403,388,67,1650,30,427,411,214,155,1135,2092,12.82098765,0.962529274,1.038659794,665.4684895
65,315,64,36,397,448,53,1699,38,418,471,232,197,1200,2166,13.06790123,1.126794258,0.886160714,703.8695832
86,313,84,66,483,387,80,1732,70,515,412,211,173,1162,2304,13.87037037,0.8,1.248062016,781.1467586
82,338,73,75,584,455,66,1784,79,614,479,243,150,1210,2405,14.80246914,0.780130293,1.283516484,875.695881
93,330,79,83,603,484,55,1754,88,643,516,201,137,1154,2383,14.7962963,0.802488336,1.245867769,857.9151212
80,234,83,54,481,457,39,1573,58,516,490,168,136,1095,2028,12.89506173,0.949612403,1.052516411,646.2379486
87,320,80,108,600,580,82,1659,114,631,610,165,161,1069,2381,14.13580247,0.966719493,1.034482759,831.9238975
92,320,95,120,586,645,88,1711,128,625,687,162,155,1070,2475,14.41975309,1.0992,0.908527132,864.9078457
92,306,83,89,586,604,76,1648,94,616,635,189,156,1089,2306,13.97530864,1.030844156,0.970198675,800.350936
94,302,64,106,546,628,56,1574,112,574,661,156,173,1024,2244,13.25925926,1.151567944,0.869426752,744.5423161
79,262,88,108,539,636,66,1494,114,567,669,149,166,962,2182,12.72222222,1.17989418,0.847484277,701.1140223
79,235,61,53,526,572,73,1487,56,553,602,171,184,1065,1930,12.59259259,1.088607595,0.91958042,616.3928977
87,260,48,58,600,552,50,1507,61,635,584,166,194,1057,1953,13.22222222,0.919685039,1.086956522,650.0781964
82,241,54,73,564,646,21,1559,82,630,722,141,166,1027,1963,13.51234568,1.146031746,0.873065015,634.6234661
72,245,59,83,532,733,60,1422,87,560,771,155,155,965,1964,12.2345679,1.376785714,0.725784447,614.2005797
84,246,54,118,528,641,31,1540,124,555,674,109,187,1046,2172,12.93209877,1.214414414,0.823712949,707.472639
101,253,56,162,675,601,56,1675,169,705,628,119,191,1132,2454,14.69135802,0.890780142,1.12312812,889.8941448
94,204,61,118,632,562,46,1503,124,665,591,108,202,1046,2109,13.38271605,0.888721805,1.12455516,712.7853132
97,234,48,173,729,656,42,1568,182,767,690,136,158,1036,2340,14.41358025,0.899608866,1.111280488,837.1791582
98,219,37,147,637,665,55,1490,155,670,700,141,159,1013,2150,13.33333333,1.044776119,0.957894737,724.4095744
97,211,31,168,641,718,35,1578,177,674,755,133,207,1090,2277,13.90123457,1.120178042,0.89275766,789.2809238
117,198,41,164,670,703,32,1514,173,705,740,135,156,1036,2211,13.69753086,1.04964539,0.953058321,760.9850725
98,205,33,156,761,752,29,1466,164,801,791,114,160,1000,2133,13.99382716,0.987515605,1.011968085,753.3933301
93,209,24,161,716,804,42,1390,169,753,846,136,137,927,2061,13.22839506,1.123505976,0.890547264,697.6875568
80,211,28,148,626,832,42,1462,157,663,881,156,163,994,2092,13.11728395,1.328808446,0.752403846,693.6426633
82,222,33,170,523,867,53,1502,180,554,918,161,181,994,2217,12.69135802,1.657039711,0.603229527,709.5137789
94,227,26,176,455,758,35,1538,185,479,797,134,145,1033,2269,12.45061728,1.66388309,0.600263852,714.4552437
78,259,39,151,495,724,34,1511,152,498,728,140,143,1053,2292,12.40123457,1.46184739,0.683701657,744.4830618
80,202,22,180,502,939,35,1341,180,502,939,139,168,937,2127,11.37654321,1.870517928,0.534611289,657.7495277
79,214,29,169,469,1102,59,1314,169,469,1102,143,129,902,2093,11.00617284,2.349680171,0.425589837,630.254643
79,208,22,164,500,1063,79,1386,164,500,1063,118,149,992,2130,11.64197531,2.126,0.470366886,667.6891797
81,156,25,155,450,914,53,1300,155,450,914,138,132,964,1971,10.80246914,2.031111111,0.492341357,585.6206636
75,213,35,131,413,984,53,1282,131,413,984,115,138,903,1958,10.46296296,2.382566586,0.419715447,563.855222
87,211,36,75,430,863,116,1282,75,433,868,127,131,952,1782,10.58641975,2.004618938,0.498261877,510.6048835
62,174,24,120,538,912,86,1288,121,541,918,143,154,962,1862,11.29012346,1.696857671,0.589912281,571.111888
76,197,23,183,503,909,25,1358,183,503,909,133,168,955,2150,11.48765432,1.807157058,0.553355336,669.1059513
60,200,20,109,467,868,57,1303,109,467,868,116,159,974,1870,10.92592593,1.858672377,0.538018433,556.9324702
75,194,19,95,436,791,51,1316,99,453,821,115,163,959,1784,10.91975309,1.812362031,0.551201011,513.7309055
71,205,29,158,471,793,60,1429,158,471,793,138,174,1037,2166,11.72839506,1.683651805,0.593947037,679.5993714
77,201,19,131,432,756,79,1395,131,432,756,143,157,1044,2027,11.27777778,1.75,0.571428571,615.9145011
80,205,25,156,535,680,108,1463,159,545,693,137,159,1050,2159,12.39506173,1.271559633,0.786764706,699.7482153
83,193,39,87,488,643,76,1477,89,497,655,123,162,1131,1982,12.18518519,1.317907445,0.758942457,630.7267542
70,227,46,108,497,711,65,1453,110,506,724,123,145,1045,2069,12.09259259,1.43083004,0.699015471,655.2208083
82,207,29,139,661,791,144,1406,140,665,796,127,150,1022,2079,12.78395062,1.196992481,0.835651075,704.39213
80,224,41,90,625,633,119,1555,91,633,641,106,145,1181,2112,13.50617284,1.012638231,0.987361769,741.1692996
82,236,33,61,539,596,187,2281,96,848,937,137,143,1120,1935,19.31481481,1.10495283,0.904362416,631.4212881
70,249,31,86,605,691,109,1451,86,605,691,122,174,1085,2020,12.69135802,1.14214876,0.875542692,680.845441
75,222,39,123,600,815,126,1498,123,600,815,146,163,1114,2167,12.95061728,1.358333333,0.736196319,739.635431
60,254,31,116,492,817,132,1465,116,492,817,141,161,1064,2129,12.08024691,1.660569106,0.602203182,682.6081139
84,270,45,157,456,944,141,1620,157,456,944,156,148,1148,2451,12.81481481,2.070175439,0.483050847,814.4637061
61,267,30,187,489,977,140,1476,187,489,977,152,128,992,2364,12.12962963,1.99795501,0.500511771,757.7547474
78,235,28,134,416,866,97,1435,134,416,866,124,131,1038,2128,11.42592593,2.081730769,0.480369515,650.628659
73,221,26,127,499,934,74,1340,127,499,934,118,126,966,1994,11.35185185,1.871743487,0.534261242,613.1174185
77,266,41,110,458,836,107,1465,110,458,836,117,146,1048,2143,11.87037037,1.825327511,0.54784689,675.275445
57,236,26,79,449,888,84,1390,79,449,888,142,150,1049,1915,11.35185185,1.977728285,0.505630631,582.6341623
76,227,24,127,448,885,144,1495,127,448,885,141,176,1117,2151,11.99382716,1.975446429,0.506214689,683.4178224
76,264,31,141,488,843,159,1547,141,488,843,148,174,1111,2296,12.5617284,1.727459016,0.578884935,756.2033204
100,337,23,219,675,849,161,1685,220,679,854,125,157,1096,2715,14.59259259,1.257731959,0.795053004,995.5052643
87,303,22,221,621,961,119,1609,222,625,967,109,160,1053,2609,13.79012346,1.5472,0.646201873,916.2639793
97,309,32,209,743,1099,147,1629,209,743,1099,106,153,1079,2629,14.64197531,1.479138627,0.676069154,978.5477707
90,310,30,221,685,1057,113,1639,221,685,1057,72,149,1078,2672,14.34567901,1.543065693,0.648060549,973.1922326
91,294,37,212,577,1076,79,1559,212,577,1076,107,137,1016,2563,13.18518519,1.864818024,0.536245353,873.1319758
74,255,26,192,542,1000,52,1349,192,542,1000,113,161,876,2232,11.67283951,1.84501845,0.542,703.1154441
68,296,26,158,466,1062,86,1413,158,466,1062,126,178,933,2235,11.59876543,2.278969957,0.438794727,693.339401
80,345,29,184,606,1009,94,1565,184,606,1009,106,152,1007,2520,13.40123457,1.665016502,0.600594648,872.4198262
93,337,30,207,503,1093,62,1522,207,503,1093,106,156,948,2540,12.5,2.172962227,0.460201281,827.5034728
78,351,27,196,556,1204,55,1576,196,556,1204,118,165,1002,2569,13.16049383,2.165467626,0.46179402,872.3242625
69,265,117,34,634,430,224,2132,42,790,536,663,67.34042709,1295,2312,18.03703704,0.678481013,1.474418605,872.4951252
70,201,112,42,595,715,357,1719,49,698,839,573,77.68274288,1109,2015,14.91975309,1.202005731,0.832167832,679.9265016
96,192,93,19,659,673,427,1790,23,797,814,475,81.0708904,1177,1916,15.9691358,1.021329987,0.979197623,673.5119626
72,182,72,24,626,627,331,1556,28,740,741,448,79.4114437,1038,1714,14.17283951,1.001351351,0.998405104,553.1684072
48,220,95,17,464,573,439,1789,21,574,709,712,11.36158142,1115,1908,14.58641975,1.235191638,0.809773124,597.1852215
61,157,72,15,387,686,433,1621,18,475,842,589,38.34983427,1077,1667,12.9382716,1.772631579,0.564139942,468.4372405
54,162,72,26,610,582,187,1616,32,749,714,497,76.59296878,1057,1701,14.59876543,0.953271028,1.048109966,544.2735571
76,213,103,26,605,541,282,1758,30,705,631,565,82.00038273,1166,2005,15.2037037,0.895035461,1.118299445,692.9748174
101,213,104,28,600,583,245,1625,30,652,634,441,90.00553127,1150,2000,14.05555556,0.972392638,1.02915952,685.7994474
85,303,113,46,591,378,276,2274,58,742,475,432,94.31221906,1349,2478,18.61728395,0.640161725,1.563492063,947.690477
105,242,83,36,588,450,233,2209,45,733,561,434,97.25629111,1412,2289,18.16049383,0.765347885,1.306666667,868.0700879
101,262,91,35,552,400,221,2344,44,699,506,354,108.3281387,1464,2401,18.78395062,0.723891273,1.38,922.1595278
85,237,109,20,538,425,224,2101,25,665,526,318,131.4022458,1333,2214,17.07407407,0.790977444,1.265882353,799.4147533
88,176,61,20,593,333,101,1630,22,645,362,322,114.8238007,1242,1857,14.04320988,0.56124031,1.780780781,635.5716589
67,278,59,142,388,944,146,1507,142,388,944,167,149,1028,2329,11.69753086,2.432989691,0.411016949,718.9878777
87,291,48,225,545,1061,141,1780,253,613,1194,120,164,1018,2644,14.77160494,1.947797716,0.513666352,892.8010875
83,297,37,221,527,1108,201,1607,221,527,1108,149,167,1052,2641,13.17283951,2.102466793,0.475631769,893.5393391
83,269,40,239,562,1060,137,1611,239,562,1060,111,202,1063,2677,13.41358025,1.886120996,0.530188679,918.8444309
77,333,36,183,469,949,67,1640,183,469,949,102,193,1088,2594,13.01851852,2.023454158,0.494204426,868.4250914
72,305,39,223,508,863,70,1644,223,508,863,118,186,1077,2696,13.28395062,1.698818898,0.588644264,914.929092
82,320,53,161,601,907,131,1664,161,601,907,94,176,1130,2573,13.98148148,1.509151414,0.662624035,920.6305046
73,324,61,213,511,1027,132,1663,213,511,1027,96,167,1065,2748,13.41975309,2.009784736,0.497565725,937.3843138
73,283,41,152,497,1043,103,1508,152,497,1043,112,158,1032,2329,12.37654321,2.098591549,0.476510067,757.8950483
74,330,31,198,619,1134,63,1472,198,619,1134,116,165,913,2458,12.90740741,1.831987076,0.545855379,829.4029243
68,331,34,202,568,1181,44,1531,202,568,1181,89,161,964,2536,12.95679012,2.079225352,0.480948349,852.5683192
